state,district,dem_cand,rep_cand,inc_seat,unopp,part_base,pr_dem,dem_mean,dem_q10,dem_q25,dem_q75,dem_q90
NC,1,DONALD DAVIS,S. SMITH,open,0,0.51421,0.55603,0.50736,0.44864,0.47566,0.53772,0.56827
NC,2,D. ROSS,C. VILLAVERDE,dem,0,0.62517,0.99754,0.62227,0.56755,0.59369,0.65078,0.67581
NC,3,B. GASKINS,G. MURPHY,gop,0,0.35056,0.00156,0.33897,0.28422,0.30788,0.36727,0.39653
NC,4,V. FOUSHEE,C. GEELS,open,0,0.6575,0.99933,0.65623,0.59943,0.62739,0.68664,0.71134
NC,5,K. PARRISH,V. FOXX,gop,0,0.37039,0.00848,0.38109,0.32371,0.34969,0.41145,0.43935
NC,6,K. MANNING,C. CASTELLI,dem,0,0.54036,0.82009,0.53884,0.48161,0.51066,0.56808,0.59453
NC,7,C. GRAHAM,D. ROUZER,gop,0,0.41387,0.04353,0.41918,0.36228,0.38687,0.4486,0.47771
NC,8,S. HUFFMAN,D. BISHOP,gop,0,0.30769,0,0.30107,0.24989,0.27333,0.32731,0.35334
NC,9,B. CLARK,R. HUDSON,gop,0,0.43672,0.08638,0.43708,0.37839,0.40605,0.46754,0.4962
NC,10,P. GENANT,P. MCHENRY,gop,0,0.28171,0,0.29018,0.23727,0.26093,0.31672,0.34448
NC,11,J. FERRARA,C. EDWARDS,open,0,0.4262,0.07121,0.42373,0.36068,0.3882,0.45787,0.49104
NC,12,A. ADAMS,T. LEE,dem,0,0.63187,0.99219,0.60798,0.55438,0.58024,0.63565,0.66099
NC,13,W. NICKEL,B. HINES,open,0,0.48575,0.34687,0.48141,0.41747,0.44746,0.51611,0.54703
NC,14,J. JACKSON,P. HARRIGAN,open,0,0.56109,0.91652,0.56578,0.5049,0.53434,0.59767,0.62683
ND,1,NA,K. ARMSTRONG,gop,1,0.30826,0,NA,NA,NA,NA,NA
NE,1,P. BROOKS,M. FLOOD,gop,0,0.42187,0.02478,0.39727,0.33543,0.36351,0.42975,0.46258
NE,2,T. VARGAS,D. BACON,gop,0,0.21947,0,0.20239,0.15746,0.17675,0.2259,0.25027
NE,3,D. ELSE,A. SMITH,gop,0,0.50903,0.28839,0.47537,0.4179,0.44471,0.50551,0.53398
NH,1,C. PAPPAS,K. LEAVITT,dem,0,0.50741,0.59531,0.51048,0.45399,0.48038,0.54021,0.56747
NH,2,A. KUSTER,B. BURNS,dem,0,0.52238,0.63951,0.51553,0.45953,0.48651,0.54533,0.5713
NJ,1,D. NORCROSS,C. GUSTAFSON,dem,0,0.60203,0.9904,0.58536,0.53846,0.56114,0.60911,0.63084
NJ,2,T. ALEXANDER,J. DREW,gop,0,0.45179,0.09196,0.43878,0.37889,0.40694,0.46865,0.49718
NJ,3,A. KIM,B. HEALEY,dem,0,0.54893,0.93951,0.56802,0.51211,0.53947,0.59774,0.62151
NJ,4,M. JENKINS,C. SMITH,gop,0,0.36543,0,0.31537,0.26422,0.2857,0.34335,0.36943
NJ,5,J. GOTTHEIMER,F. PALLOTTA,dem,0,0.54062,0.93103,0.55445,0.5073,0.52924,0.57933,0.60201
NJ,6,F. PALLONE,S. KILEY,dem,0,0.57462,0.98929,0.59468,0.54172,0.5671,0.62233,0.64746
NJ,7,T. MALINOWSKI,T. KEAN,dem,0,0.49597,0.16228,0.46144,0.41088,0.43492,0.4884,0.51125
NJ,8,R. MENENDEZ,M. ARROYO,open,0,0.71085,0.99978,0.70753,0.65412,0.6814,0.73598,0.75888
NJ,9,B. PASCRELL,B. PREMPEH,dem,0,0.57377,0.99598,0.6079,0.56224,0.58454,0.63182,0.65301
NJ,10,D. PAYNE,D. PINCKNEY,dem,0,0.79842,1,0.81578,0.78541,0.8007,0.83206,0.84617
NJ,11,M. SHERRILL,P. DEGROOT,dem,0,0.56256,0.95647,0.57301,0.51962,0.54522,0.60158,0.62594
NJ,12,B. COLEMAN,D. MAYFIELD,dem,0,0.65345,0.99621,0.62876,0.57815,0.60428,0.65458,0.67844
NM,1,M. STANSBURY,M. HOLMES,dem,0,0.5519,0.72165,0.52838,0.46864,0.49567,0.55999,0.58788
NM,2,G. VASQUEZ,Y. HERRELL,gop,0,0.50751,0.39933,0.48801,0.42723,0.45632,0.51943,0.54865
NM,3,T. FERNANDEZ,A. JOHNSON,dem,0,0.53239,0.75871,0.52679,0.47848,0.50114,0.55251,0.57628
NV,1,D. TITUS,M. ROBERTSON,dem,0,0.52056,0.54308,0.50494,0.44865,0.47528,0.53464,0.56158
NV,2,E. KRAUSE,M. AMODEI,gop,0,0.42109,0.00402,0.37558,0.31973,0.3455,0.40431,0.43386
NV,3,S. LEE,A. BECKER,dem,0,0.51137,0.58973,0.51028,0.45337,0.48062,0.53944,0.56629
NV,4,S. HORSFORD,S. PETERS,dem,0,0.51961,0.4596,0.49577,0.44059,0.46682,0.52516,0.55148
NY,1,B. FLEMING,N. LALOTA,open,0,0.4784,0.3375,0.47958,0.41525,0.44605,0.51295,0.54435
NY,2,J. GORDON,A. GARBARINO,gop,0,0.46976,0.06763,0.44237,0.3925,0.41629,0.46888,0.49277
NY,3,R. ZIMMERMAN,G. SANTOS,open,0,0.5185,0.63438,0.51683,0.45507,0.48342,0.54943,0.57868
NY,4,L. GILLEN,A. D'ESPOSITO,open,0,0.55097,0.85714,0.55219,0.48907,0.51973,0.58482,0.61522
NY,5,G. MEEKS,P. KING,dem,0,0.80038,1,0.76856,0.73269,0.75085,0.78787,0.8047
NY,6,G. MENG,T. ZMICH,dem,0,0.6319,1,0.67187,0.62952,0.65062,0.69429,0.71286
NY,7,N. VELAZQUEZ,J. PAGAN,dem,0,0.80187,0.99978,0.82917,0.79611,0.81345,0.84624,0.86027
NY,8,H. JEFFRIES,Y. DASHEVSKY,dem,0,0.75191,1,0.77651,0.73687,0.7571,0.79737,0.81469
NY,9,Y. CLARKE,M. RAITPORT,dem,0,0.73972,1,0.769,0.72885,0.75022,0.78976,0.8064
NY,10,D. GOLDMAN,B. HAMDAN,open,0,0.8484,1,0.84905,0.81493,0.83249,0.86758,0.88199
NY,11,M. ROSE,N. MALLIOTAKIS,gop,0,0.43906,0.05513,0.43614,0.38661,0.41064,0.46193,0.48659
NY,12,J. NADLER,M. ZUMBLUSKAS,dem,0,0.84891,1,0.84574,0.81415,0.83067,0.86268,0.8749
NY,13,A. ESPAILLAT,NA,dem,1,0.87797,1,NA,NA,NA,NA,NA
NY,14,A. CORTEZ,T. FORTE,dem,0,0.76652,1,0.77391,0.73107,0.75314,0.79629,0.81349
NY,15,R. TORRES,S. SAPASKIS,dem,0,0.83952,1,0.85944,0.82795,0.84504,0.87633,0.88859
NY,16,J. BOWMAN,M. FLISSER,dem,0,0.70146,0.99955,0.70583,0.65349,0.67936,0.73351,0.75695
NY,17,S. MALONEY,M. LAWLER,dem,0,0.52847,0.87344,0.54872,0.49375,0.51997,0.577,0.60211
NY,18,P. RYAN,C. SCHMITT,dem,0,0.51998,0.6817,0.52341,0.45955,0.48976,0.55748,0.58642
NY,19,J. RILEY,M. MOLINARO,open,0,0.50084,0.45804,0.49568,0.43177,0.46231,0.52907,0.55955
NY,20,P. TONKO,E. JOY,dem,0,0.57555,0.99509,0.59375,0.54719,0.56913,0.61821,0.6406
NY,21,M. CASTELLI,E. STEFANIK,gop,0,0.41445,0.00179,0.34608,0.28932,0.31558,0.3749,0.40183
NY,22,F. CONOLE,B. WILLIAMS,open,0,0.51531,0.63906,0.51748,0.45243,0.48366,0.55162,0.58107
NY,23,M. PIA,N. LANGWORTHY,open,0,0.39032,0.01205,0.38346,0.3204,0.34913,0.4166,0.44745
NY,24,S. HOLDEN,C. TENNEY,gop,0,0.39021,0.02746,0.40691,0.34607,0.37457,0.43924,0.46837
NY,25,J. MORELLE,L. SINGLETARY,dem,0,0.57868,0.90536,0.55645,0.50152,0.52896,0.58465,0.60933
NY,26,B. HIGGINS,S. SAMS,dem,0,0.59706,0.99955,0.66834,0.61957,0.64385,0.69378,0.71596
OH,1,G. LANDSMAN,S. CHABOT,gop,0,0.52017,0.36429,0.48563,0.42999,0.45636,0.51411,0.54145
OH,2,S. MEADOWS,B. WENSTRUP,gop,0,0.25266,0.00022,0.22085,0.17691,0.19638,0.2432,0.26825
OH,3,J. BEATTY,L. STAHLEY,dem,0,0.70337,1,0.70159,0.65768,0.6798,0.72444,0.7448
OH,4,T. WILSON,J. JORDAN,gop,0,0.29956,0,0.28087,0.2303,0.25201,0.30683,0.33592
OH,5,C. SWARTZ,B. LATTA,gop,0,0.34301,0.00022,0.30449,0.25225,0.27496,0.33138,0.35977
OH,6,L. LYRAS,B. JOHNSON,gop,0,0.33389,0.00156,0.34342,0.28599,0.3116,0.3725,0.40032
OH,7,M. DIEMER,M. MILLER,open,0,0.43097,0.05067,0.41573,0.35211,0.38105,0.44866,0.48061
OH,8,V. ENOCH,W. DAVIDSON,gop,0,0.36698,0,0.3403,0.29441,0.3159,0.36412,0.38732
OH,9,M. KAPTUR,J. MAJEWSKI,dem,0,0.4624,0.35826,0.48373,0.42616,0.45398,0.51331,0.54067
OH,10,D. ESRATI,M. TURNER,gop,0,0.45938,0.01964,0.40224,0.34567,0.37218,0.432,0.46094
OH,11,S. BROWN,E. BREWER,dem,0,0.77513,1,0.77547,0.73112,0.75343,0.79933,0.81845
OH,12,A. ELTON,T. BALDERSON,gop,0,0.32299,0.00022,0.30478,0.25243,0.27573,0.33185,0.35985
OH,13,E. SYKES,M. GILBERT,open,0,0.49161,0.32634,0.47765,0.41375,0.44261,0.51108,0.54369
OH,14,M. KILBOY,D. JOYCE,gop,0,0.40221,0.00357,0.36079,0.3046,0.33007,0.39023,0.41681
OH,15,G. JOSEPHSON,M. CAREY,gop,0,0.44266,0.05246,0.41847,0.35622,0.38582,0.45189,0.48232
OK,1,A. MARTIN,K. HERN,gop,0,0.36956,0.00246,0.35869,0.30201,0.3279,0.38794,0.41811
OK,2,N. ANDREWS,J. BRECHEEN,open,0,0.21249,0,0.20587,0.1583,0.17777,0.23013,0.25725
OK,3,J. ROSS,F. LUCAS,gop,0,0.26265,0,0.24274,0.19476,0.21559,0.26722,0.2934
OK,4,M. BRANNON,T. COLE,gop,0,0.3216,0,0.30982,0.26424,0.28482,0.33453,0.35824
OK,5,J. TILL,S. BICE,gop,0,0.38505,0.00179,0.36757,0.31161,0.33782,0.39655,0.42468
OR,1,S. BONAMICI,C. MANN,dem,0,0.68334,1,0.69346,0.64702,0.67035,0.71789,0.73801
OR,2,J. YETTER,C. BENTZ,gop,0,0.353,0.00134,0.32251,0.26811,0.29149,0.34979,0.38099
OR,3,E. BLUMENAUER,J. HARBOUR,dem,0,0.7251,1,0.73497,0.69765,0.71568,0.75498,0.77211
OR,4,V. HOYLE,A. SKARLATOS,open,0,0.54513,0.64688,0.51743,0.45702,0.48534,0.54863,0.57725
OR,5,J. SKINNER,L. DEREMER,open,0,0.52053,0.79754,0.53938,0.47693,0.50841,0.57169,0.60165
OR,6,A. SALINAS,M. ERICKSON,open,0,0.54495,0.71964,0.52805,0.4656,0.49539,0.56057,0.59178
PA,1,A. EHASZ,B. FITZPATRICK,gop,0,0.50073,0.09576,0.44101,0.3845,0.4104,0.47097,0.49909
PA,2,B. BOYLE,A. BASHIR,dem,0,0.69657,1,0.72005,0.67341,0.69733,0.7446,0.76521
PA,3,D. EVANS,NA,dem,1,0.89912,1,NA,NA,NA,NA,NA
PA,4,M. DEAN,C. NASCIMENTO,dem,0,0.57322,0.94799,0.57796,0.51593,0.54523,0.61,0.64044
PA,5,M. SCANLON,D. GALLUCH,dem,0,0.64251,0.99621,0.62263,0.57069,0.59632,0.64902,0.67367
PA,6,C. HOULAHAN,G. CIARROCCHI,dem,0,0.55236,0.84509,0.54273,0.48695,0.51354,0.57199,0.59771
PA,7,S. WILD,L. SCHELLER,dem,0,0.47991,0.2279,0.47162,0.42235,0.44463,0.49752,0.52188
PA,8,M. CARTWRIGHT,J. BOGNET,dem,0,0.46302,0.46049,0.49593,0.4466,0.46994,0.5222,0.54487
PA,9,A. WALDMAN,D. MEUSER,gop,0,0.29465,0,0.29198,0.23808,0.26194,0.32085,0.34587
PA,10,S. DANIELS,S. PERRY,gop,0,0.45582,0.03951,0.41868,0.36238,0.38752,0.44895,0.47616
PA,11,B. HOLLISTER,L. SMUCKER,gop,0,0.3712,0.0029,0.36085,0.30512,0.33001,0.39001,0.41938
PA,12,S. LEE,M. DOYLE,open,0,0.57859,0.93482,0.57457,0.51237,0.54185,0.60792,0.63736
PA,13,NA,J. JOYCE,gop,1,0.253,0,NA,NA,NA,NA,NA
PA,14,NA,G. RESCHENTHALER,gop,1,0.32013,0,NA,NA,NA,NA,NA
PA,15,M. MOLESEVICH,G. THOMPSON,gop,0,0.29219,0,0.28323,0.23611,0.25761,0.30751,0.33198
PA,16,D. PASTORE,M. KELLY,gop,0,0.3737,0.0058,0.37578,0.31809,0.34492,0.40637,0.43474
PA,17,C. DELUZIO,J. SHAFFER,open,0,0.50707,0.50625,0.50148,0.43788,0.46851,0.53551,0.56595
RI,1,D. CICILLINE,A. WATERS,dem,0,0.62668,0.98147,0.59139,0.53698,0.56302,0.61967,0.6433
RI,2,S. MAGAZINER,A. FUNG,open,0,0.54735,0.82835,0.54759,0.48291,0.51478,0.58175,0.61012
SC,1,A. ANDREWS,N. MACE,gop,0,0.43406,0.03951,0.41184,0.35333,0.37871,0.44198,0.47299
SC,2,J. LARKINS,J. WILSON,gop,0,0.4246,0.04888,0.42151,0.36307,0.39065,0.4519,0.48065
SC,3,NA,J. DUNCAN,gop,1,0.29098,0,NA,NA,NA,NA,NA
SC,4,NA,W. TIMMONS,gop,1,0.38358,0,NA,NA,NA,NA,NA
SC,5,E. HUNDLEY,R. NORMAN,gop,0,0.38664,0.00625,0.37723,0.32044,0.34575,0.40662,0.43498
SC,6,J. CLYBURN,D. BUCKNER,dem,0,0.64038,0.99933,0.65461,0.60478,0.63036,0.68101,0.70261
SC,7,D. SCOTT,R. FRY,open,0,0.3841,0.00915,0.37824,0.31623,0.34477,0.41061,0.4432
SD,1,NA,D. JOHNSON,gop,1,0.34486,0,NA,NA,NA,NA,NA
TN,1,C. PARSONS,D. HARSHBARGER,gop,0,0.20872,0,0.20541,0.15961,0.17985,0.22863,0.25372
TN,2,M. HARMON,T. BURCHETT,gop,0,0.33116,0.00045,0.30827,0.25355,0.27751,0.33579,0.36566
TN,3,M. GORMAN,C. FLEISCHMANN,gop,0,0.3174,0,0.30211,0.25622,0.27653,0.32655,0.34945
TN,4,W. STEELE,S. DESJARLAIS,gop,0,0.28871,0.00022,0.32461,0.27008,0.29395,0.35221,0.3822
TN,5,H. CAMPBELL,A. OGLES,open,0,0.4173,0.04888,0.41266,0.34721,0.37776,0.44643,0.47883
TN,6,R. COOPER,J. ROSE,gop,0,0.33545,0.00067,0.32773,0.27277,0.29619,0.357,0.38437
TN,7,O. KELLY,M. GREEN,gop,0,0.40065,0.00737,0.37704,0.32094,0.34695,0.40575,0.43515
TN,8,L. WILLIAMS,D. KUSTOFF,gop,0,0.29221,0,0.2589,0.2082,0.23019,0.28514,0.31129
TN,9,S. COHEN,C. BERGMANN,dem,0,0.72011,1,0.70873,0.67224,0.69108,0.7281,0.7443
TX,1,J. JEFFERSON,N. MORAN,open,0,0.25057,0,0.24479,0.19241,0.21559,0.27071,0.29934
TX,2,R. FULFORD,D. CRENSHAW,gop,0,0.36325,0.00045,0.33571,0.28117,0.30616,0.36362,0.3916
TX,3,S. SANDEEPIVASTAVA,K. SELF,open,0,0.40399,0.03058,0.39986,0.33457,0.36477,0.43286,0.46658
TX,4,I. OMERE,P. FALLON,gop,0,0.34687,0.00067,0.32705,0.27178,0.29686,0.35551,0.38322
TX,5,T. HILL,L. GOODEN,gop,0,0.36539,0.00134,0.35428,0.29815,0.32349,0.38353,0.41277
TX,6,NA,J. ELLZEY,gop,1,0.35888,0,NA,NA,NA,NA,NA
TX,7,L. FLETCHER,J. TEAGUE,dem,0,0.62993,0.99911,0.64336,0.59474,0.61869,0.66928,0.69066
TX,8,L. JONES,M. LUTTRELL,open,0,0.34134,0.00134,0.33556,0.27436,0.30156,0.36721,0.39922
TX,9,A. GREEN,J. LEON,dem,0,0.75263,1,0.75723,0.71572,0.73691,0.7799,0.79773
TX,10,L. NUNO,M. MCCAUL,gop,0,0.38388,0.00558,0.36806,0.31033,0.33567,0.39853,0.42772
TX,11,NA,A. PFLUGER,gop,1,0.27639,0,NA,NA,NA,NA,NA
TX,12,T. HUNT,K. GRANGER,gop,0,0.38521,0.00156,0.35696,0.30167,0.3261,0.3855,0.41352
TX,13,K. BROWN,R. JACKSON,gop,0,0.25083,0,0.2403,0.19107,0.21241,0.26597,0.29343
TX,14,M. WILLIAMS,R. WEBER,gop,0,0.33435,0.00179,0.33572,0.28004,0.30545,0.36374,0.39333
TX,15,M. VALLEJO,M. CRUZ,open,0,0.46393,0.20625,0.45926,0.39673,0.42558,0.49307,0.52242
TX,16,V. ESCOBAR,I. JACKSON,dem,0,0.66064,0.99911,0.64317,0.59988,0.62139,0.66637,0.68541
TX,17,M. WOODS,P. SESSIONS,gop,0,0.36156,0.00112,0.3514,0.29775,0.32104,0.37883,0.40847
TX,18,S. LEE,C. MONTIEL,dem,0,0.72806,0.99978,0.70604,0.65962,0.68347,0.73035,0.74915
TX,19,NA,J. ARRINGTON,gop,1,0.24767,0,NA,NA,NA,NA,NA
TX,20,J. CASTRO,K. SINCLAIR,dem,0,0.64802,0.99955,0.66776,0.61872,0.64285,0.69411,0.71443
TX,21,C. ZAPATA,C. ROY,gop,0,0.37819,0.00446,0.37008,0.31224,0.34026,0.3992,0.42938
TX,22,J. JORDAN,T. NEHLS,gop,0,0.39681,0.00402,0.37034,0.31357,0.33933,0.39975,0.42884
TX,23,J. LIRA,T. GONZALES,gop,0,0.44346,0.06964,0.42835,0.36906,0.39599,0.45959,0.48945
TX,24,J. MCDOWELL,B. DUYNE,gop,0,0.41524,0.00558,0.38585,0.33362,0.35908,0.41236,0.43778
TX,25,NA,R. WILLIAMS,gop,1,0.32252,0,NA,NA,NA,NA,NA
TX,26,NA,M. BURGESS,gop,1,0.38509,0,NA,NA,NA,NA,NA
TX,27,M. PEREZ,M. CLOUD,gop,0,0.36504,0.00134,0.3416,0.2857,0.31255,0.37012,0.39692
TX,28,H. CUELLAR,C. GARCIA,dem,0,0.51254,0.90223,0.55921,0.50096,0.52952,0.58874,0.61647
TX,29,S. GARCIA,R. SCHAFRANEK,dem,0,0.66645,1,0.69381,0.64533,0.66944,0.71964,0.74042
TX,30,J. CROCKETT,J. RODGERS,open,0,0.77155,0.99978,0.77131,0.72696,0.75009,0.79548,0.81395
TX,31,NA,J. CARTER,gop,1,0.37675,0,NA,NA,NA,NA,NA
TX,32,C. ALLRED,A. SWAD,dem,0,0.64596,0.99911,0.64316,0.59159,0.61774,0.66986,0.69223
TX,33,M. VEASEY,P. GILLESPIE,dem,0,0.73738,1,0.73,0.68747,0.70949,0.75172,0.77065
TX,34,V. GONZALEZ,M. FLORES,gop,0,0.55621,0.81696,0.53925,0.4827,0.51091,0.56818,0.59357
TX,35,G. CASAR,D. MCQUEEN,open,0,0.70804,0.99978,0.70762,0.65554,0.6819,0.73533,0.75598
TX,36,J. HAIRE,B. BABIN,gop,0,0.3207,0.00022,0.30405,0.25356,0.2752,0.32974,0.35896
TX,37,L. DOGGETT,J. SHARON,dem,0,0.75255,1,0.75527,0.72066,0.73835,0.77293,0.78858
TX,38,D. KLUSSMANN,W. HUNT,open,0,0.38636,0.00491,0.36799,0.30985,0.33656,0.39723,0.42933
UT,1,R. JONES,B. MOORE,gop,0,0.37678,0.00201,0.34549,0.28793,0.31489,0.37517,0.40337
UT,2,N. MITCHELL,C. STEWART,gop,0,0.38863,0.0096,0.3825,0.32504,0.3503,0.41217,0.44363
UT,3,G. WRIGHT,J. CURTIS,gop,0,0.37663,0.00022,0.30894,0.25547,0.28011,0.33582,0.36319
UT,4,D. MCDONALD,B. OWENS,gop,0,0.3433,0.00134,0.33613,0.27776,0.30426,0.36648,0.39523
VA,1,H. JONES,R. WITTMAN,gop,0,0.44418,0.03259,0.41242,0.35653,0.38126,0.44197,0.46882
VA,2,E. LURIA,J. KIGGANS,dem,0,0.48782,0.58438,0.50948,0.44822,0.47759,0.54153,0.56858
VA,3,R. SCOTT,T. NAMKUNG,dem,0,0.67528,0.99978,0.67183,0.62246,0.64788,0.69771,0.71949
VA,4,A. MCEACHIN,L. BENJAMIN,dem,0,0.6619,0.99978,0.65286,0.6111,0.63149,0.67537,0.69398
VA,5,J. THRONEBURG,B. GOOD,gop,0,0.43588,0.09375,0.4368,0.37587,0.40402,0.46824,0.49881
VA,6,J. LEWIS,B. CLINE,gop,0,0.3657,0.00067,0.34516,0.2964,0.3202,0.36993,0.39346
VA,7,A. SPANBERGER,Y. VEGA,dem,0,0.51101,0.68951,0.52116,0.46474,0.49182,0.55075,0.57847
VA,8,D. BEYER,K. LIPSMAN,dem,0,0.76772,1,0.74571,0.70381,0.72499,0.76804,0.7853
VA,9,T. DEVAUGHAN,G. GRIFFITH,gop,0,0.26825,0,0.28245,0.23006,0.25186,0.30986,0.33824
VA,10,J. WEXTON,H. CAO,dem,0,0.57065,0.93237,0.56977,0.51072,0.54173,0.59987,0.62685
VA,11,G. CONNOLLY,J. MYLES,dem,0,0.69029,0.99978,0.67591,0.629,0.65204,0.70118,0.72144
VT,1,B. BALINT,L. MADDEN,open,0,0.66304,0.99888,0.65955,0.60444,0.6304,0.68972,0.71348
WA,1,S. DELBENE,V. CAVALERI,dem,0,0.63715,0.99911,0.63214,0.58126,0.60745,0.65902,0.68216
WA,2,R. LARSEN,D. MATTHEWS,dem,0,0.59587,0.98929,0.58712,0.541,0.56324,0.61129,0.6341
WA,3,M. PÉREZ,J. KENT,open,0,0.45601,0.10446,0.43631,0.37163,0.40236,0.47017,0.50142
WA,4,D. WHITE,D. NEWHOUSE,gop,0,0.39123,0.00246,0.35435,0.29794,0.32266,0.38274,0.41278
WA,5,N. HILL,C. RODGERS,gop,0,0.42635,0.01585,0.39953,0.34286,0.36881,0.42948,0.45879
WA,6,D. KILMER,E. KREISELMAIER,dem,0,0.56633,0.97857,0.5774,0.52948,0.55258,0.6025,0.62442
WA,7,P. JAYAPAL,C. MOON,dem,0,0.87582,0.99978,0.8579,0.82659,0.84326,0.87453,0.88792
WA,8,K. SCHRIER,M. LARKIN,dem,0,0.51161,0.50848,0.50058,0.4445,0.47117,0.52971,0.55565
WA,9,S. SMITH,D. BASLER,dem,0,0.71161,0.99955,0.70967,0.67134,0.69047,0.72995,0.74705
WA,10,M. STRICKLAND,K. SWANK,dem,0,0.56992,0.88951,0.56029,0.49588,0.52746,0.5941,0.62316
WI,1,A. ROE,B. STEIL,gop,0,0.46707,0.04442,0.42338,0.36592,0.3916,0.45299,0.48196
WI,2,M. POCAN,E. OLSEN,dem,0,0.69263,1,0.68973,0.64208,0.66615,0.71578,0.7368
WI,3,B. PFAFF,D. ORDEN,open,0,0.45342,0.08438,0.43529,0.37391,0.40306,0.46585,0.49579
WI,4,G. MOORE,T. ROGERS,dem,0,0.75216,1,0.74702,0.71273,0.73003,0.7652,0.78117
WI,5,M. SOMEREN,S. FITZGERALD,gop,0,0.36276,0.00134,0.33942,0.28187,0.30807,0.36875,0.39853
WI,6,NA,G. GROTHMAN,gop,1,0.39844,0,NA,NA,NA,NA,NA
WI,7,R. AUSMAN,T. TIFFANY,gop,0,0.37715,0.00446,0.36789,0.30957,0.3353,0.39868,0.42792
WI,8,J. HANCOCK,M. GALLAGHER,gop,0,0.39928,0.0029,0.35287,0.29756,0.32263,0.38085,0.40857
WV,1,L. WATSON,C. MILLER,gop,0,0.27384,0,0.29217,0.23776,0.26213,0.32009,0.35032
WV,2,B. WENDELL,A. MOONEY,gop,0,0.29244,0.00402,0.34344,0.28339,0.30944,0.37399,0.40699
WY,1,L. BULL,H. HAGEMAN,open,0,0.25746,0,0.22976,0.1833,0.20309,0.25441,0.27962
